type,link_web,modelo,anio,precio,version,color,combustible,puertas,transmision,motor,tipo de carroceria
0km,https://auto.mercadolibre.com.ar/MLA-840901378-volkswagen-amarok-v6-comfortline-258cv-2023-okm-sg-_JM#position=36&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Amarok Comforline 258 Cv,2021,18.800.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378542197-chevrolet-cruze-ltz-at-okmmm7-_JM#position=37&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Chevrolet Cruze 1.4 Ltz At Sedan,2023,9.989.800,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1370235575-citroen-berlingo-okm-tomo-usado-en-forma-de-pago-x--_JM#position=38&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Citroën Berlingo 1.6 Vti 115 Business,2023,2.800.600,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1366706523-fiat-cronos-precision-at-13-2023-okm-_JM#position=39&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Cronos 1.3 Precision Cvt,2023,7.940.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1364442235-nuevo-fiat-cronos-drive-precision-13-cvt-my23-okm-c-_JM#position=40&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Cronos 1.3 Drive Cvt,2023,6.998.200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1384524786-citroen-c3-puretech-82-feel-opc-confort-okm-c-_JM#position=41&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Citroën C3 1.2 12v Puretech 82 Feel,2023,6.025.400,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383656242-fiat-strada-freedom-14-8v-cd-okm-c-_JM#position=42&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Strada 1.4 8v Freedom Cd,2023,7.600.800,1.4 8v Freedom Cd,Blanco,Nafta,3,Manual,1.4,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1383283704-fiat-toro-freedom-20-multijet-4x4-at9-okm-c-_JM#position=43&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Toro 2.0 Freedom 4x4 At,2023,13.183.400,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1137886765-vw-nivus-highline-okm-patentada-2022-entrega-inmediata-sg-_JM#position=44&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Nivus Highline,2022,19.000.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383528014-fiat-toro-ultra-20-multijet-cd-4x4-at9-okm-c-_JM#position=45&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Toro 2.0 350 Multijet Ultra 4x4 At,2023,15.076.400,2.0 350 Multijet Ultra 4x4 At,Rojo,Diésel,4,Automática,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1442384320-jeep-renegade-13t-at6-longitude-okm-_JM#position=46&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Jeep Renegade 1.8 Longitude At6,2023,15.250.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383615522-fiat-toro-ultra-20-multijet-cd-4x4-at9-okm-c-_JM#position=47&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Fiat Toro 2.0 350 Multijet Ultra 4x4 At,2023,15.076.400,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1146884492-vw-nivus-highline-okm-patentada-2022-entrega-inmediata-sg-_JM#position=48&search_layout=grid&type=item&tracking_id=583c81b5-fdfd-4f80-babd-f4c983f2a3e6,Volkswagen Nivus 1.0 Tsi Tiptronic Highline,2021,14.000.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1116306650-208-12l-2023-okm-peugeot-retiro-usado-o-anticipo-_JM#position=1&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Peugeot 208 1.2t Gt,2021,4.631.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1454064122-chevrolet-s10-ltz-4x4-at-okmmm7-_JM#position=2&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,2023,15.085.850,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378189533-chevrolet-s10-ltz-4x4-at-okmmm7-_JM#position=3&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,2023,15.399.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1376452747-citron-c3-2023-16-16v-vti-115-feel-pack-look-okm-_JM#position=4&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Citroën C3 1.6 16v Vti 115 Feel Pack,2023,11.875.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1446424766-renault-sandero-stepway-2023-16-16v-zen-okm-_JM#position=5&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Renault Sandero Stepway 1.6 16v Zen,2023,6.994.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1364312997-fiat-cronos-precision-13-cvt-my23-okm-c-_JM#position=6&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Precision Cvt,2023,6.998.200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1322335952-fiat-cronos-precision-cvt-2023-okm-_JM#position=7&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Precision Cvt,2023,8.950.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1116306782-208-12-like-2023-okm-peugeot-retiro-usado-o-anticipo-_JM#position=8&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Peugeot 208 1.2t Gt,2021,4.631.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1116313263-208-12l-like-2023-okm-peugeot-retiro-usado-o-anticipo-_JM#position=9&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Peugeot 208 1.2t Gt,2021,4.631.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1384891596-fiat-cronos-precision-13-cvt-2023-okm-c-_JM#position=10&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Precision Cvt,2023,6.998.200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1173241713-chevrolet-s10-ls-4x2-okm-entrega-inmediata-_JM#position=11&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Chevrolet S10 2.8 Ls Cs Tdci 200cv 4x2,2022,14.500.000,2.8 Ls Cs Tdci 200cv 4x2,Blanco,Diésel,4,Manual,2.8,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1116319469-208-like-12l-2023-okm-peugeot-retiro-usado-o-anticipo-_JM#position=12&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Peugeot 208 1.2t Gt,2021,4.631.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1381585183-chevrolet-tracker-12-ltz-turbo-at-okm-co7-_JM#position=13&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Chevrolet Tracker 1.2 Ltz Turbo At,2023,12.650.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378541641-chevrolet-tracker-premier-okmmm7-_JM#position=14&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Chevrolet Tracker 1.2 Premier Turbo At,2023,10.899.874,1.2 Premier Turbo At,Plateado,Nafta,5,Automática,1.2,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1383527690-fiat-toro-volcano-20-multijet-4x4-at9-okm-c-_JM#position=15&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Toro 2.0 Volcano 4x4 At,2023,14.576.400,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1267117733-toyota-etios-2023-4ptas-xls-pack-man-okm-entrega-programada-_JM#position=16&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Toyota Etios 1.5 Sedan Xls My19,2023,6.693.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1299596025-fiat-cronos-attractive-okm-2023-patentado-_JM#position=17&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Gse Drive,2022,7.800.000,1.3 Gse Drive,Blanco,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1370108907-fiat-toro-20-volc-4x4-at-okm-minimo-anticipo-x--_JM#position=18&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Toro 2.0 Volcano 4x4 At,2023,2.445.600,2.0 Volcano 4x4 At,Rojo,Diésel,4,Automática,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1364493049-fiat-cronos-precision-13-cvt-my23-okm-c-_JM#position=19&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Precision Cvt,2023,6.998.200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383609798-fiat-pulse-impetus-10t-cvt-okm-c-_JM#position=20&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Pulse 1.0 Impetus T3 Cvt,2023,10.183.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1364314613-fiat-pulse-impetus-10t-cvt-okm-d-_JM#position=21&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Pulse 1.0 Impetus T3 Cvt,2023,10.183.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383724506-fiat-pulse-impetus-10t-cvt-okm-c-_JM#position=22&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Pulse 1.0 Impetus T3 Cvt,2023,10.183.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383724336-fiat-pulse-impetus-10t-cvt-okm-c-_JM#position=23&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Pulse 1.0 Impetus T3 Cvt,2023,10.183.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1432814392-fiat-cronos-precision-cvt-13-okm-2023-_JM#position=24&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Precision Cvt,2023,8.970.000,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1354761494-fiat-cronos-precision-13-cvt-2023-okm-_JM#position=25&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Precision Cvt,2023,8.950.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1367385995-toyota-etios-okm-15-5-ptasxls-full-full-_JM#position=26&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Toyota Etios 1.5 Sedan Xls My19,2021,15.000,1.5 Sedan Xls My19,Gris,Nafta,4,Manual,1.5,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1464804238-chevrolet-tracker-12-ltz-turbo-at-okm-co7-_JM#position=27&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Chevrolet Tracker 1.2 Ltz Turbo At,2023,10.800.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1322683952-fiat-cronos-drive-cvt-2023-okm-_JM#position=28&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Drive Cvt,2023,8.750.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1308420885-fiat-cronos-drive-13-2023-okm-_JM#position=29&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Gse Drive,2022,7.800.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1364652163-ford-maverik-lariat-20-l-4x4-at-o-km-fisica-patentada--_JM#position=30&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Ford Maverick 2.0 Ecoboost Cd Lariat At8 4wd,2023,39.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383740944-fiat-toro-ultra-20-multijet-cd-4x4-at9-okm-c-_JM#position=31&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Toro 2.0 350 Multijet Ultra 4x4 At,2023,15.076.400,2.0 350 Multijet Ultra 4x4 At,Negro,Diésel,4,Automática,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1383615026-fiat-toro-volcano-13t-16v-cd-4x2-at6-okm-c-_JM#position=32&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Toro 1.3 270 Firefly Turbo Volcano 4x2 At,2023,13.083.400,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383283464-fiat-toro-volcano-13t-16v-cd-4x2-at6-okm-c-_JM#position=33&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Toro 1.3 270 Firefly Turbo Volcano 4x2 At,2023,13.083.400,1.3 270 Firefly Turbo Volcano 4x2 At,Rojo,Nafta,4,Automática,1.3,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1373346027-fiat-cronos-precision-13-cvt-2023-okm-_JM#position=34&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Precision Cvt,2023,8.950.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1298846593-fiat-cronos-drive-pack-conectividad-2023-okm-patentado-_JM#position=35&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2022,8.100.000,1.3 Gse Drive Pack Conectividad,Rojo,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1116306858-208-like-12l-2023-okm-peugeot-retiro-usado-o-anticipo-_JM#position=36&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Peugeot 208 Gt,2022,4.631.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1116332800-208-feline-16l-2023-okm-peugeot-retiro-usado-o-anticipo-_JM#position=37&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Peugeot 208 1.6,2022,4.938.780,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1116358404-208-12l-like-2023-okm-peugeot-retiro-usado-o-anticipo-_JM#position=38&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Peugeot 208 Gt,2022,4.631.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378123295-fiat-cronos-precision-13-at-2023-okm-_JM#position=39&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Precision Cvt,2023,8.950.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1329524809-fiat-cronos-drive-pack-conectividad-2023-okm-_JM#position=40&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2023,8.100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1382825445-renault-logan-2023-16-16v-life-2023-okm-financio-gaston-_JM#position=41&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Renault Logan 1.6 16v Life,2022,6.880.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1297608357-fiat-cronos-attractive-2023-okm-_JM#position=42&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Gse Drive,2021,7.800.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1297510443-fiat-cronos-precision-cvt-13-okm-_JM#position=43&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos Precision Cvt 1.3,2023,8.950.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1437375994-fiat-cronos-drive-pack-plus-2023-okm-_JM#position=44&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Drive S-design Mt,2023,8.380.000,1.3 Drive S-design Mt,Rojo,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1437455562-fiat-cronos-drive-pack-style-okm-2023-_JM#position=45&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Drive S-design Mt,2023,8.650.000,1.3 Drive S-design Mt,Gris,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1437551982-fiat-cronos-drive-pack-style-okm-_JM#position=46&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2023,7.500.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1442374380-fiat-cronos-drive-pack-stile-2023-okm-_JM#position=47&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Gse Drive,2023,8.690.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1432814360-fiat-cronos-precision-13-cvt-okm-2023-_JM#position=48&search_layout=grid&type=item&tracking_id=238a412e-7809-4bb1-8f90-a0ee916a99aa,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2022,8.930.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1266551542-fiat-cronos-drive-cvt-13-2023-okm-_JM#position=1&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2022,8.800.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1282408587-fiat-cronos-cvt-2023-okm-_JM#position=2&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.8 16v Precision At6,2022,8.750.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1355395565-fiat-cronos-precision-cvt-13-at-2023-okm-_JM#position=3&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Precision Cvt,2023,7.910.000,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1283554476-fiat-cronos-drive-pack-conectividad-2023-okm-_JM#position=4&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2022,8.200.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1473826848-renault-sandero-stepway-2023-16-16v-zen-okm-oferta-gaston-_JM#position=5&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Sandero Stepway 1.6 16v Zen,2022,8.572.000,1.6 16v Zen,Nafta,5,Manual,1.6,Hatchback,0 km
0km,https://auto.mercadolibre.com.ar/MLA-1290398518-fiat-cronos-drive-gse-okm-2023-_JM#position=6&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Gse Drive,2022,7.800.000,1.3 Gse Drive,Blanco,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1266813699-fiat-cronos-drive-cvt-13-okm-2023-_JM#position=7&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2022,8.830.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1361825969-fiat-cronos-drive-pack-s-design-2023-okm-_JM#position=8&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Drive S-design Mt,2023,8.200.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1265934821-fiat-cronos-s-design-2023-okm-_JM#position=9&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Gse Drive Pack Conectividad,2021,8.300.000,1.3 Gse Drive Pack Conectividad,Gris,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1125611907-volkswagen-amarok-trendline-4x4-140cv-okm-2023-_JM#position=10&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Volkswagen Amarok 2.0 Cs Tdi 140cv Trendline 4x4,2021,13.520.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1447335510-fiat-cronos-precision-13-2023-okm-_JM#position=11&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Precision Cvt,2023,8.990.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1337186899-renault-master-furgon-l1h1-2023-unidad-patentada-okm-_JM#position=12&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Master 2.3 T4 Dci130 L1h1 Furgon Corto,2023,20.500.000,2.3 T4 Dci130 L1h1 Furgon Corto,Blanco,Diésel,3,Manual,2.3,Furgón
0km,https://auto.mercadolibre.com.ar/MLA-1310582070-toyota-hiace28-tdi-commuter-14-as-at-okm-_JM#position=13&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Toyota Hiace 2.8 Tdi Commuter 6at 14a,2022,48.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1380809747-fiat-cronos-drive-pack-plus-2023-okm-_JM#position=14&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Drive S-design Mt,2023,8.350.000,1.3 Drive S-design Mt,Gris,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1380238429-fiat-cronos-drive-pack-plus-2023-okm-_JM#position=15&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Fiat Cronos 1.3 Drive S-design Mt,2023,8.390.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1146590792-toyota-etios-15-x-2023-okm-patentado-entrega-inmediata-_JM#position=16&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Toyota Etios 1.5 X 6mt My19,2022,8.030.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1375300633-renault-sandero-stepway-16-intens-okm-_JM#position=17&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Sandero Stepway 1.6 16v Intense,2023,9.900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1468967324-renault-kangoo-2023-16-sce-stepway-okm-hay-stock-_JM#position=18&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Kangoo 1.6 Sce Stepway,2023,8.789.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1317447534-new-renault-alaskan-confort-4x2-okm-2023-23-diesel-_JM#position=19&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Renault Alaskan 2.3t 16v Confort Mt 4x2,2023,13.075.000,2.3t 16v Confort Mt 4x2,Blanco,Diésel,4,Manual,2.3,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1373387535-peugeot-208-2023-12-like-okm60660537-_JM#position=20&search_layout=grid&type=item&tracking_id=50a6e585-f48e-43dc-bbf1-34771de9b0fb,Peugeot 208 1.2 Like,2023,12.000.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
