type,link_web,modelo,precio
usado,https://auto.mercadolibre.com.ar/MLA-1451842566-audi-a4-20-tfsi-252cv-quattro-usado-2018-2019-2017-b9-a5-a6-_JM#position=1&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Audi A4 2.0 Fsi Quattro 252cv,44.000
usado,https://auto.mercadolibre.com.ar/MLA-1491181252-volkswagen-passat-cc-20-tsi-mt-usados-certificados-_JM#position=2&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Passat 1.8 Confort Tsi 160cv,13.764.630
usado,https://auto.mercadolibre.com.ar/MLA-1491179680-volkswagen-gol-trend-trendline-usados-certificados-_JM#position=3&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Gol Trend 1.6 Trendline 101cv 3p,6.050.374
usado,https://auto.mercadolibre.com.ar/MLA-1491217356-volkswagen-gol-trend-16-usados-certificados-_JM#position=4&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Gol Trend 1.6 Pack I 101cv,3.889.776
usado,https://auto.mercadolibre.com.ar/MLA-1454449190-volkwagen-amarok-dc-v6-black-style-usados-certificados-_JM#position=5&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Amarok 3.0 V6 Extreme Black Style,26.290.000
usado,https://auto.mercadolibre.com.ar/MLA-1377261259-peugeot-207-xt-14-hdi-5-p-usados-certificados-_JM#position=6&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Peugeot 207 1.6 Xt,4.416.808
usado,https://auto.mercadolibre.com.ar/MLA-1380983327-volkswagen-saveiro-cross-16-taraborelli-usados-bariloche--_JM#position=7&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Saveiro 1.6 Cross Gp Cd 110cv Pack High,8.700.000
usado,https://auto.mercadolibre.com.ar/MLA-1491218638-renault-clio-mio-confort-5-p-usados-certificados-_JM#position=8&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Renault Clio 1.2 Mio Confort Pack,4.145.130
usado,https://auto.mercadolibre.com.ar/MLA-1491168170-volkswagen-suran-usados-certificados-_JM#position=9&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Suran 1.6 Highline Msi 110cv,6.482.377
usado,https://auto.mercadolibre.com.ar/MLA-1460977398-toyota-yaris-xs-15-taraborelli-usados-bariloche--_JM#position=10&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Toyota Yaris 1.5 107cv Xs 4 P,9.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1377287627-peugeot-308-allure-16-usados-certificados-_JM#position=11&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Peugeot 308 1.6 Allure,5.952.430
usado,https://auto.mercadolibre.com.ar/MLA-1377622375-ford-kuga-16-sel-manual-usados-certificados-_JM#position=12&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Ford Kuga 1.6 Sel 6mt Fwd T 150 Cv,7.882.160
usado,https://auto.mercadolibre.com.ar/MLA-1491603936-renault-duster-privilege-usados-certificados-_JM#position=13&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Renault Duster 2.0 4x2 Privilege 138cv,5.185.785
usado,https://auto.mercadolibre.com.ar/MLA-1491192156-fiat-toro-freedom-20-4x4-usados-certificados-_JM#position=14&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Fiat Toro 2.0 Freedom 4x4,10.762.950
usado,https://auto.mercadolibre.com.ar/MLA-1454210536-hyunday-tucson-20-2wd-usados-certificados-_JM#position=15&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Hyundai Tucson 2.0 N 2wd Mt,5.177.040
usado,https://auto.mercadolibre.com.ar/MLA-1491179526-volkswagen-suran-highline-at-usados-certificados-_JM#position=16&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Suran 1.6 Highline 101cv 11c,5.329.786
usado,https://auto.mercadolibre.com.ar/MLA-1491203738-chevrolet-equinox-premium-at-usados-certificados-_JM#position=17&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Chevrolet Equinox 1.5t Lt 2wd,17.285.950
usado,https://auto.mercadolibre.com.ar/MLA-1479747982-toyota-chr-ch-r-hybrid-hybrid-hibridos-usados-electricos-_JM#position=18&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Toyota Ch-r 1.8 Ecvt Hv,35.000
usado,https://auto.mercadolibre.com.ar/MLA-1376252007-chevrolet-prisma-lt-mt-2020-usado-seleccionado-ld-5-_JM#position=19&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Chevrolet Prisma 1.4 Lt 98cv,10.455.000
usado,https://auto.mercadolibre.com.ar/MLA-1376590841-vw-passat-usado-2014-18-tsi-dsg-_JM#position=20&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Passat 1.8 Confort Tsi 160cv Dsg,8.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1456027108-jeep-compass-longitude-24-at6-taraborelli-usados-brc--_JM#position=21&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Jeep Compass 2.4 Longitude Plus,22.300.000
usado,https://auto.mercadolibre.com.ar/MLA-1385047507-renult-sandero-authentique-16-usado-dmt-_JM#position=22&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Renault Sandero 1.6 Authentique 90cv Nac,4.830.000
usado,https://auto.mercadolibre.com.ar/MLA-1493264088-chevrolet-classic-2015-ls-tomo-usado-financio-solo-con-dni-_JM#position=23&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Chevrolet Classic 1.4 Ls Abs Airbag,3.750.000
usado,https://auto.mercadolibre.com.ar/MLA-1386145167-chevrolet-classic-ls-2015-tomo-usado-financio-solo-con-dni-_JM#position=24&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Chevrolet Classic 1.4 Ls Abs Airbag,4.900
usado,https://auto.mercadolibre.com.ar/MLA-1385763473-audi-a3-technology-pack-14tfsi-excelente-estado-tomo-usado-_JM#position=25&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Audi A3 1.4 T Fsi Technology,12.200.000
usado,https://auto.mercadolibre.com.ar/MLA-1479686422-volkswagen-amarok-v6-extreme-tomo-usado-_JM#position=26&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Amarok 3.0 V6 Extreme,24.950.000
usado,https://auto.mercadolibre.com.ar/MLA-1466086180-audi-a3-technologypack-14t-2015-excelente-estado-tomo-usado-_JM#position=27&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Audi A3 1.4 T Fsi Technology,16.700
usado,https://auto.mercadolibre.com.ar/MLA-1427404530-vw-golf-variant-14-tsi-dsg-romera-hnos-usados-tandil-_JM#position=28&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Golf Variant 1.4 Comfortline Tsi Dsg,11.600.002
usado,https://auto.mercadolibre.com.ar/MLA-1427455710-vw-tiguan-4motion-20-tsi-350-comfort-romera-usados-tandil-_JM#position=29&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Tiguan Allspace 2.0 Tsi Comfortline Dsg,16.800.002
usado,https://auto.mercadolibre.com.ar/MLA-1427563744-jeep-renegade-sport-mt-romera-hnos-usados-tandil-_JM#position=30&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Jeep Renegade 1.8 Sport,11.200.002
usado,https://auto.mercadolibre.com.ar/MLA-1427544318-jeep-renegade-sport-manual-romera-usados-tandil-_JM#position=31&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Jeep Renegade 1.8 Sport,9.700.002
usado,https://auto.mercadolibre.com.ar/MLA-1396676486-toyota-hilux-srx-at-4x4-romera-hnos-romera-usados-tandil-_JM#position=32&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,18.500.002
usado,https://auto.mercadolibre.com.ar/MLA-1384736047-peugeot-408-allure-plus-20-automatico-usado-2011-tiptronic-_JM#position=33&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Peugeot 408 2.0 Allure Plus 143cv Tiptronic,4.930.000
usado,https://auto.mercadolibre.com.ar/MLA-1447334764-citroen-c4-shine-2023-0km-llave-x-llave-tomo-usados-s--_JM#position=34&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Citroën C4 Shine,5.995.900
usado,https://auto.mercadolibre.com.ar/MLA-1396522358-vw-amarok-highline-v6-romera-hnos-romera-usados-tandil-_JM#position=35&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Amarok 3.0 V6 Cd Highline,19.900.002
usado,https://auto.mercadolibre.com.ar/MLA-1366707041-chevrolet-cruze-ltz-14t-at-romera-hnos-romera-usados-tandil-_JM#position=36&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Chevrolet Cruze Ltz 1.4 T 4p At,8.550.002
usado,https://auto.mercadolibre.com.ar/MLA-1382047161-compro-autos-ya-compro-autos-ya-compro-autos-usados-_JM#position=37&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Compro Autos Ya!! Compro Autos Ya!! Compro Autos Usados,1.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1439920228-vw-t-cross-170-tsi-0km-romera-usados-tandil-_JM#position=38&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen T-cross 1.0 170 Tsi Mt,14.300.002
usado,https://auto.mercadolibre.com.ar/MLA-1384178097-vw-amarok-highline-v6-258cv-2020-romera-usados-tandil-_JM#position=39&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Amarok 3.0 V6 Cd Highline,20.800.002
usado,https://auto.mercadolibre.com.ar/MLA-1451291012-audi-a3-14t-fsi-3p-romera-usados-tandil-_JM#position=40&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Audi A3 3p 1.4t Fsi L10,6.300.002
usado,https://auto.mercadolibre.com.ar/MLA-1427505708-chevrolet-cruze-ltz-at-5p-romera-hnos-romera-usados-tandil-_JM#position=41&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Chevrolet Cruze Ltz At 5p,8.850.002
usado,https://auto.mercadolibre.com.ar/MLA-1384178075-jeep-renegade-18-sport-manual-2018-romera-usados-tandil-_JM#position=42&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Jeep Renegade 1.8 Sport,10.900.002
usado,https://auto.mercadolibre.com.ar/MLA-1396535660-mercedes-benz-glk-300-city-at-7ma-romera-usados-tandil-_JM#position=43&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Mercedes-benz Clase Glk 3.0 Glk300 4matic City 231cv At,17.502
usado,https://auto.mercadolibre.com.ar/MLA-1396509288-ford-ka-sedan-4p-15-nafta-romera-hnos-romera-usados-tandil-_JM#position=44&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Ford Ka 1.5 S 4 P,6.750.002
usado,https://auto.mercadolibre.com.ar/MLA-1385517283-peugeot-408-feline-20-nafta-manual-romera-usados-tandil-_JM#position=45&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Peugeot 408 2.0 Feline 143cv,5.550.002
usado,https://auto.mercadolibre.com.ar/MLA-1385243421-vw-amarok-trendline-4x2-pack-2021-romera-usados-tandil-_JM#position=46&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline,11.700.002
usado,https://auto.mercadolibre.com.ar/MLA-1384165483-vw-saveiro-cross-highline-full-2018-romera-usados-tandil-_JM#position=47&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Saveiro 1.6 Cross Gp Cd 110cv Pack High,10.200.002
usado,https://auto.mercadolibre.com.ar/MLA-1396600466-vw-gol-trend-trendline-highline-romera-usados-tandil-_JM#position=48&search_layout=grid&type=item&tracking_id=0a6d54fa-76ac-495c-81e9-9f636190bdc2,Volkswagen Gol Trend Highline 5p Manual,5.400.002
usado,https://auto.mercadolibre.com.ar/MLA-1451201898-honda-fit-lx-romera-usados-tandil-_JM#position=1&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Honda Fit Lx 1.4 5p L09,4.450.002
usado,https://auto.mercadolibre.com.ar/MLA-1376208711-vw-voyage-comfort-full-at-romera-hnos-usados-romera-tandil-_JM#position=2&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Voyage 1.6 Comfortline Imotion Plus,3.750.002
usado,https://auto.mercadolibre.com.ar/MLA-1376195741-vw-voyage-comfort-full-at-romera-hnos-usados-romera-balcarce-_JM#position=3&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Voyage 1.6 Comfortline Imotion Plus,3.750.001
usado,https://auto.mercadolibre.com.ar/MLA-1475928120-vw-amarok-highline-cuero-xenon-mt-4x2-romera-usados-tandil-_JM#position=4&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Highline Pack,15.000.002
usado,https://auto.mercadolibre.com.ar/MLA-1385293799-citroen-c3-exclusive-16-16v-2014-romera-usados-tandil-_JM#position=5&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Citroën C3 1.6 Exclusive Vti 115cv,4.500.002
usado,https://auto.mercadolibre.com.ar/MLA-1384152803-fiat-siena-14-el-romera-hnos-division-usados-balcarce-_JM#position=6&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Fiat Siena El 1.4,5.600.001
usado,https://auto.mercadolibre.com.ar/MLA-1386017587-renault-clio-mio-exp-pack-2013-usado7-_JM#position=7&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Renault Clio 1.2 Mío Expression Pack I,4.800.005
usado,https://auto.mercadolibre.com.ar/MLA-1385993645-peugeot-308-allure-nav-2017-usado7-_JM#position=8&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Peugeot 308 1.6 Allure,7.000.028
usado,https://auto.mercadolibre.com.ar/MLA-1386005083-peugeot-2008-allure-trip-2017-usado7-_JM#position=9&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Peugeot 2008 1.6 Allure Tip,9.000.047
usado,https://auto.mercadolibre.com.ar/MLA-1386003663-chevrolet-onix-joy-2017-usado7-_JM#position=10&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Chevrolet Onix 1.4 Joy Ls 98cv,7.000.001
usado,https://auto.mercadolibre.com.ar/MLA-1385940389-chevrolet-cruze-ltz-at-2018-usado7-_JM#position=11&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Chevrolet Cruze 1.4 Ltz At Sedan,12.002.258
usado,https://auto.mercadolibre.com.ar/MLA-1382324023-ram-1500-laramie-usada-_JM#position=12&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Ram 1500 5.7 Laramie Atx V8,59.000
usado,https://auto.mercadolibre.com.ar/MLA-1386111627-renault-kangoo-emotion-5a-usada-2021-excelente-estado-dv-_JM#position=13&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Renault Kangoo Ii Express Emotion 5a 1.6 Sce,10.380.000
usado,https://auto.mercadolibre.com.ar/MLA-1490796862-peugeot-207-allure-2016-dni-usados-oportunidad-enb-_JM#position=14&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Peugeot 207 1.4 Allure 75cv,4.630.000
usado,https://auto.mercadolibre.com.ar/MLA-1384791563-vw-gol-country-16-2010-oportunidad-usado-disponible-enb-_JM#position=15&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Gol Country 1.6 Comfortline 70a,2.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1377587003-nuevo-chevrolet-cruze-5p-lt-2022-automatico-2023-usado-estev-_JM#position=16&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Chevrolet Cruze 5 1.4 Lt At 5p,13.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1386147977-renault-stepway-privilege-2017-usada-disponible-dv-_JM#position=17&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Renault Sandero Stepway 1.6 Privilege 105cv,6.690.000
usado,https://auto.mercadolibre.com.ar/MLA-1384852759-volkswagen-suran-16-5p-814-2014-usado-dmt-_JM#position=18&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Suran 1.6 Highline 101cv,5.090.000
usado,https://auto.mercadolibre.com.ar/MLA-1480934568-volkswagen-suran-16-imotion-highline-usado-dmt-_JM#position=19&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Suran 1.6 Imotion Highline,5.150.000
usado,https://auto.mercadolibre.com.ar/MLA-1384557279-peugeot-408-allure-20-usado-dmt-_JM#position=20&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Peugeot 408 2.0 Allure 143cv,5.650.000
usado,https://auto.mercadolibre.com.ar/MLA-1378544591-fiat-mobi-10-8v-way-taraborelli-usados-bariloche--_JM#position=21&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Fiat Mobi 1.0 Way,5.650.000
usado,https://auto.mercadolibre.com.ar/MLA-1384593959-renault-sandero-stepway-luxe-16-2011-usado-dmt-_JM#position=22&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Renault Sandero Stepway 1.6 Luxe,4.250.000
usado,https://auto.mercadolibre.com.ar/MLA-1456087656-toyota-yaris-xs-15-6mt-taraborelli-usados-bariloche--_JM#position=23&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Toyota Yaris 1.5 107cv,9.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1446807308-audi-a3-18tfsi-2012-manual-excelente-estado-tomo-usado-_JM#position=24&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Audi A3 1.8 T Fsi Mt 160cv,4.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1446794478-audi-a3-18tfsi-2012-manual-excelente-estado-tomo-usado-_JM#position=25&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Audi A3 1.8 T Fsi Mt 160cv,9.800
usado,https://auto.mercadolibre.com.ar/MLA-1380616757-autos-usados-impecables-o-en-cualq-estado-cualq-problema-_JM#position=26&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Renault Sandero Stepway 1.6 16v. Luxe,3.381.700
usado,https://auto.mercadolibre.com.ar/MLA-1462597904-autos-usados-impecables-o-en-cualq-estado-cualq-problema-_JM#position=27&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Renault Sandero 1.6 N 8v. Pack,1.379.800
usado,https://auto.mercadolibre.com.ar/MLA-1384556263-citron-c3-15-origine-i-90cv-usado-dmt-_JM#position=28&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Citroën C3 C3 1.5 Origine I 90cv,4.650.000
usado,https://auto.mercadolibre.com.ar/MLA-1480994912-renault-stepway-intense-16-usado-dmt-_JM#position=29&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Renault Stepway Intens,7.450.000
usado,https://auto.mercadolibre.com.ar/MLA-1478586828-compro-autos-usados-la-mejor-cotizacion-del-mercado-_JM#position=30&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Compro Autos Compro Autos Compro Autos,1.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1462598202-autos-usados-impecables-o-en-cualq-estado-cualq-problema-_JM#position=31&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Voyage Trendline,1.456.000
usado,https://auto.mercadolibre.com.ar/MLA-1385574717-vw-taos-highline-2022-tiptronic-romera-usados-tandil-_JM#position=32&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Taos 1.4 250 Tsi Highline,18.500.002
usado,https://auto.mercadolibre.com.ar/MLA-1385504663-ford-ranger-22-4x2-xl-safety-2013-romera-usados-tandil-_JM#position=33&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Ford Ranger 2.2 Cd 4x2 Xl Safety Tdci 125cv,6.900.002
usado,https://auto.mercadolibre.com.ar/MLA-1376208713-vw-voyage-comfort-full-at-romera-hnos-usados-romera-necochea-_JM#position=34&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Voyage 1.6 Comfortline Imotion Plus,3.750.003
usado,https://auto.mercadolibre.com.ar/MLA-1385517637-vw-amarok-comfortline-4x2-manual-romera-usados-tandil-_JM#position=35&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,14.900.002
usado,https://auto.mercadolibre.com.ar/MLA-1385842149-vw-passat-cc-highline-36-v6-dsg-romera-usados-tandil-_JM#position=36&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Cc 3.6 V6 Fsi Highline 300cv,15.902
usado,https://auto.mercadolibre.com.ar/MLA-1471177054-chery-qq-comfort-10-tomamos-usados-ultim-unidad-reserva-hoy-_JM#position=37&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Fiat Cronos 1.3 Drive Mt,4.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1470417006-volkswagen-fox-2013-16-trendline-usado-blanco-vw-3-puertas-_JM#position=38&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Volkswagen Fox 1.6 Trendline,6.900
usado,https://auto.mercadolibre.com.ar/MLA-1468223016-ford-mustang-2017-50-gt-421cv-rec-dos-usado-y-tambien-moto-_JM#position=39&search_layout=grid&type=item&tracking_id=56c923f6-b79b-4bcb-98ed-ff44509b2d69,Ford Mustang 5.0 Gt 421cv,73.000
