type,link_web,modelo,precio
usado,https://auto.mercadolibre.com.ar/MLA-1384812899-audi-q-3-quattro-s-tronic-20-4-x-4-impecable-usada-1-mano-_JM#position=44&search_layout=grid&type=item&tracking_id=074b6be0-9c77-48da-a8dd-0c729afb3827,Audi Q3 2.0 Tfsi Stronic Quattro 220cv,32.400
usado,https://auto.mercadolibre.com.ar/MLA-1481600600-cheverolet-cruze-4-puertas-14-t-lt-6mt-2020-gr-_JM#position=45&search_layout=grid&type=item&tracking_id=074b6be0-9c77-48da-a8dd-0c729afb3827,Chevrolet Cruze Ii 1.4 Sedan Lt,9.868.700
usado,https://auto.mercadolibre.com.ar/MLA-1481587216-ford-focus-5-puertas-20-se-2019-gr-_JM#position=46&search_layout=grid&type=item&tracking_id=074b6be0-9c77-48da-a8dd-0c729afb3827,Ford Focus Iii 2.0 Se,8.892.620
usado,https://auto.mercadolibre.com.ar/MLA-1384691383-ford-fiesta-16l-se-plus-120cv-2018-js-_JM#position=47&search_layout=grid&type=item&tracking_id=074b6be0-9c77-48da-a8dd-0c729afb3827,Ford Fiesta Kinetic Design 1.6 Se Plus 120cv,8.198.740
usado,https://auto.mercadolibre.com.ar/MLA-1481047318-ford-focus-kinetic-design-5-puertas-20-se-plus-2017-_JM#position=48&search_layout=grid&type=item&tracking_id=074b6be0-9c77-48da-a8dd-0c729afb3827,Ford Focus Iii 2.0 Se Plus Mt,8.375.500
usado,https://auto.mercadolibre.com.ar/MLA-1480932248-chevrolet-celta-5-puertas-14-lt-2013-_JM#position=1&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Celta 1.4 Lt Aa+dir,3.862.250
usado,https://auto.mercadolibre.com.ar/MLA-1480955466-ford-focus-5-puertas-16-trend-2012-_JM#position=2&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Focus Ii 1.6 Trend Sigma,4.285.750
usado,https://auto.mercadolibre.com.ar/MLA-1384558453-chevrolet-prisma-4-puertas-14-lt-2013-_JM#position=3&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Prisma 1.4 Lt 98cv,3.916.500
usado,https://auto.mercadolibre.com.ar/MLA-1384558109-chevrolet-cruze-4-puertas-20-dsl-lt-at-2015-_JM#position=4&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Cruze 2.0 Vcdi Sedan Lt At 163cv,6.049.750
usado,https://auto.mercadolibre.com.ar/MLA-1384557455-ford-fiesta-16l-se-plus-powershift-2018-_JM#position=5&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Fiesta Kinetic Design 1.6 Se Plus Powershift 120cv,8.961.750
usado,https://auto.mercadolibre.com.ar/MLA-1480832318-chevrolet-cruze-4-puertas-18-lt-2011-_JM#position=6&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Cruze 1.8 Lt Mt 4 P,5.001.500
usado,https://auto.mercadolibre.com.ar/MLA-1384592381-honda-fit-5-puertas-14-lx-mt-2010-_JM#position=7&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Honda Fit 1.4 Lx Mt,4.404.750
usado,https://auto.mercadolibre.com.ar/MLA-1384578641-peugeot-5008-5-puertas-16-feline-tiptronic-bt-2016-_JM#position=8&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Peugeot 5008 1.6 Feline B/techo Tiptronic,8.333.500
usado,https://auto.mercadolibre.com.ar/MLA-1480892876-dodge-journey-sxt-24-2012-_JM#position=9&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Dodge Journey 2.4 Sxt Atx Techo 2filas,7.241.500
usado,https://auto.mercadolibre.com.ar/MLA-1480854476-chevrolet-tracker-5-puertas-18-ltz-4x2-fwd-2016-_JM#position=10&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,7.603.750
usado,https://auto.mercadolibre.com.ar/MLA-1384512975-renault-duster-oroch-20-outsider-plus-usado-lucas-semini-_JM#position=11&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Renault Duster Oroch 2.0 Outsider Plus,8.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1480430304-toyota-corolla-cross-20-grs-cvt-170cv-usado-lucas-semini-_JM#position=12&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Toyota Corolla Cross 2.0 Grs Cvt 170cv,24.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1384510785-toyota-corolla-18-xei-cvt-140cv-usado-lucas-semini-_JM#position=13&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Toyota Corolla 1.8 Xei Cvt 140cv,15.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1480428746-ford-bronco-big-bend-4wd-at-usado-lucas-semini-_JM#position=14&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Bronco Sport 1.5 4wd Big Bend At8,21.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1384354045-nissan-sentra-4-puertas-20-acenta-at-2011-_JM#position=15&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Nissan Sentra 2.0 N Acenta Cvt,4.007.500
usado,https://auto.mercadolibre.com.ar/MLA-1384347097-ford-fiesta-16l-se-plus-2018-_JM#position=16&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Fiesta Kinetic Design 1.6 Se Plus 120cv,8.961.750
usado,https://auto.mercadolibre.com.ar/MLA-1384321269-chevrolet-prisma-4-puertas-14-joy-ls-lv-20-2018-af-_JM#position=17&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Prisma 1.4 Joy Ls + 98cv,6.350.000
usado,https://auto.mercadolibre.com.ar/MLA-1384274799-volkswagen-vento-20-advance-2016-concesionario-oficial-lp-_JM#position=18&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Volkswagen Vento 2.0 Advance 115cv,7.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1479358048-ford-ecosport-16-se-2013-concesionario-oficial-lp-_JM#position=19&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Ecosport 1.6 Se 110cv 4x2,5.950.000
usado,https://auto.mercadolibre.com.ar/MLA-1383918665-toyota-rav4-rav-4-4x4-automatica-2012-todo-terreno-usada-_JM#position=20&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Toyota Rav4 2.4 4x4 At,14.500
usado,https://auto.mercadolibre.com.ar/MLA-1474378154-citroen-c4-picasso-16-hdi-tendance-2013-concesionario-lp-_JM#position=21&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Citroën C4 Picasso 1.6 Hdi 110cv Tendance Nav,5.850.000
usado,https://auto.mercadolibre.com.ar/MLA-1473251284-volkswagen-take-up-10-mpi-2017-plb-_JM#position=22&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Volkswagen Up! 1.0 Take Up! Aa 75cv,5.251.000
usado,https://auto.mercadolibre.com.ar/MLA-1383449183-chevrolet-spin-ltz-diesel-usada-_JM#position=23&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Spin 1.3 Ltz 5as 75cv,5.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1383296053-chevrolet-cruze-lt-2018-concesionario-oficial-lp-_JM#position=24&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Cruze Ii 1.4 Sedan Lt,9.700.000
usado,https://auto.mercadolibre.com.ar/MLA-1470482388-alfa-romeo-giulietta-14-distinctive-170cv-at-usado-lucas-s-_JM#position=25&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Alfa Romeo Giulietta 1.4 Distinctive 170cv At,14.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1382385831-fiat-grand-siena-attractive-14-usado-_JM#position=26&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Fiat Grand Siena 1.4 Attractive 87cv,5.300.000
usado,https://auto.mercadolibre.com.ar/MLA-1382320875-fiat-toro-volcano-20-16v-4x4-darc-usados-_JM#position=27&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Fiat Toro 2.0 Volcano 4x4 At,15.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1382404613-jeep-commander-limited-td-4x4-at9-tusados-gs-_JM#position=28&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Jeep Commander 2.0 Td380 At9 4x4 7pas Limited,41.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1382200609-ford-kuga-20-sel-usado-lucas-semini-_JM#position=29&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Kuga 2.0 Sel,11.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1468584636-ford-focus-iii-16-s-usado-lucas-semini-_JM#position=30&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Focus Iii 1.6 S,7.600.000
usado,https://auto.mercadolibre.com.ar/MLA-1386304489-ford-ecosport-usada-2019-15-titanium-123cv-4x2-automatica-_JM#position=31&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Ecosport 1.5 Titanium 123cv 4x2 Automática,16.500
usado,https://auto.mercadolibre.com.ar/MLA-1466228928-ford-mondeo-titanium-ecoboost-usados-2019-_JM#position=32&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Mondeo 2.0 Titanium Ecoboost At 240cv,27.500
usado,https://auto.mercadolibre.com.ar/MLA-1465485114-kia-carnival-22-crdi-premium-avn-usado-lucas-semini-_JM#position=33&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Kia Carnival 2.2 Crdi Premium Avn,19.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1381285883-alfa-romeo-giulietta-distintive-14-at-al-us-_JM#position=34&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Alfa Romeo Giulietta 1.4 Distinctive 170cv At,14.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1380830903-chery-tiggo-2-luxury-15-2019-concesionario-oficial-lp-_JM#position=35&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chery Tiggo 2 1.5 Luxury,8.150.000
usado,https://auto.mercadolibre.com.ar/MLA-1380483639-peugeot-208-xy-3ptas-concesionario-oficial-lp-_JM#position=36&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Peugeot 208 1.6 Xy,8.550.000
usado,https://auto.mercadolibre.com.ar/MLA-1462097272-chevrolet-equinox-15-premier-awd-at-2019-concesionario-lp-_JM#position=37&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Equinox 1.5t Premier 4wd,18.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1380291689-jeep-renegade-longitud-at-usa-al-_JM#position=38&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Jeep Renegade 1.8 Longitude At6,12.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1380312823-jeep-renegade-18-longitude-at6-usado-lucas-semini-_JM#position=39&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Jeep Renegade 1.8 Longitude At6,12.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1379608243-toyota-hilux-sw4-usadas-camioneta-4x4-automatica-7-asientos-_JM#position=40&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Toyota Sw4 3.0 Srv Cuero I 171cv 4x4 5at,26.500
usado,https://auto.mercadolibre.com.ar/MLA-1455051428-volkswagen-fox-msi-connect-2019-_JM#position=41&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Volkswagen Fox 1.6 Connect,6.200.000
usado,https://auto.mercadolibre.com.ar/MLA-1491218976-ford-focus-iii-20-sedan-se-plus-at6-automatico-usados-_JM#position=42&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Focus Iii 2.0 Sedan Se Plus At6,12.000
usado,https://auto.mercadolibre.com.ar/MLA-1483698660-audi-q3-35-tfsi-sportback-2020-2021-2022-0km-usada-strnic-_JM#position=43&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Audi Q3 Sportback 1.4 35tfsi Sportback 150 Cv,49.500
usado,https://auto.mercadolibre.com.ar/MLA-1376869115-nuevo-chevrolet-cruze-5-lt-2019-usado-2020-manual-2018-17-21-_JM#position=44&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Chevrolet Cruze Ii 1.4 Lt 153cv,10.899.900
usado,https://auto.mercadolibre.com.ar/MLA-1447244038-jeep-compass-longitude-tusados-gs-_JM#position=45&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Jeep Compass 1.3 T270 Longitude Plus At6,24.990.000
usado,https://auto.mercadolibre.com.ar/MLA-1494393014-nissan-march-usado-2019-16-active-107cv-_JM#position=46&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Nissan March 1.6 Active 107cv,4.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1376259509-volkswagen-gol-trend-trendline-16-darc-autos-usados-_JM#position=47&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Volkswagen Gol Trend 1.6 Trendline 101cv,7.700.000
usado,https://auto.mercadolibre.com.ar/MLA-1445085232-ford-ecosport-se-automatica-2020-21-19-22-0km-usada-_JM#position=48&search_layout=grid&type=item&tracking_id=8c1904d7-0881-4d85-b05e-3eade0f089d6,Ford Ecosport 1.5 Se 123cv 4x2 Automática,10.199.900
usado,https://auto.mercadolibre.com.ar/MLA-1445020218-nuevo-chevrolet-corsa-classic-2013-usado-12-14-15-16-_JM#position=1&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Classic 1.4 Lt Spirit Pack,4.599.900
usado,https://auto.mercadolibre.com.ar/MLA-1489683434-chevrolet-cruze-ltz-14-at-darc-usados-_JM#position=2&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Cruze 1.4 Ltz At Sedan,8.268.500
usado,https://auto.mercadolibre.com.ar/MLA-1491207150-peugeot-308-16-hdi-allure-2016-concesionario-oficial-lp-_JM#position=3&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Peugeot 308 1.6 Allure Hdi 115cv,6.650.000
usado,https://auto.mercadolibre.com.ar/MLA-1383391789-citroen-c4-lounge-thp-16-tendance-2014-conacesionario-_JM#position=4&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Citroën C4 Lounge 1.6 Tendance At6 Thp 163cv,5.150.000
usado,https://auto.mercadolibre.com.ar/MLA-1381802473-chevrolet-tracker-18-ltz-at-2016-awd-4x4-concesionario-lp-_JM#position=5&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,10.600.000
usado,https://auto.mercadolibre.com.ar/MLA-1380526361-fiat-toro-volcano-4x4-at-sendai-usados-_JM#position=6&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Fiat Toro 2.0 Volcano 4x4 At,11.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1380586175-jeep-compass-sport-24l-sendai-usados-_JM#position=7&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Jeep Compass 2.4 Sport 170cv Atx,6.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1380238203-suzuki-fun-5-puertas-14-ac-dh-ll-_JM#position=8&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Suzuki Fun 1.4 N Aa Da,2.921.000
usado,https://auto.mercadolibre.com.ar/MLA-1376831945-renault-alaskan-emotion-4x2-sendai-usados-_JM#position=9&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Renault Alaskan 2.3 Bit 16v Emotion Mt 4x2,12.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1383903797-chevrolet-cobalt-18-ltz-nafta-manual-4-puertas-2016-vl-_JM#position=10&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Cobalt 1.8 Ltz Mt,5.237.750
usado,https://auto.mercadolibre.com.ar/MLA-1489781238-audi-q3-2018-2017-2019-q2-a3-sportback-q5-sedan-a1-a4-usada-_JM#position=11&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Audi Q3 2.0 Tfsi Stronic Quattro 220cv,36.500
usado,https://auto.mercadolibre.com.ar/MLA-1472600348-toyota-corolla-seg-cvt-18-2017-concesionario-oficial-lp-_JM#position=12&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Toyota Corolla 1.8 Se-g Cvt 140cv,10.700.000
usado,https://auto.mercadolibre.com.ar/MLA-1383839513-chrevrolet-tracker-2015-18-ltz-4x2-fwd-mz-_JM#position=13&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,7.795.000
usado,https://auto.mercadolibre.com.ar/MLA-1383866447-chevrolet-cruze-2013-4p-ltz-manual-mz-_JM#position=14&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Cruze 1.8 Lt Mt 4 P,7.063.000
usado,https://auto.mercadolibre.com.ar/MLA-1469710208-audi-a1-2020-mini-cooper-2019-2021-usado-118-a200-countryman-_JM#position=15&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Audi A1 1.4 Tfsi Stronic 125cv,31.000
usado,https://auto.mercadolibre.com.ar/MLA-1480519298-mini-cooper-2020-usado-2021-2019-0km-audi-a1-bmw-118-a200-a3-_JM#position=16&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Mini Cooper 1.5 F56 Pepper Wired 136cv,31.000
usado,https://auto.mercadolibre.com.ar/MLA-1480834402-audi-a1-sportback-2018-2017-2019-2020-a3-sedan-q2-q3-usado-a-_JM#position=17&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Audi A1 1.4 Tfsi Stronic 125cv,23.000
usado,https://auto.mercadolibre.com.ar/MLA-1385951561-chevrolet-cruze-5-puertas-14-t-rs-at-2022-_JM#position=18&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Cruze 5 1.4 Rs At 5 P,15.286.250
usado,https://auto.mercadolibre.com.ar/MLA-1490447960-kia-sportage-5-puertas-20-ex-4x2-at-2015-jdg-_JM#position=19&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Kia Sportage 2.0 Ex 2wd 163cv At,15.682.511
usado,https://auto.mercadolibre.com.ar/MLA-1385828929-toyota-etios-cross-5-puertas-15-xls-2014-gd-_JM#position=20&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Toyota Etios 1.5 Cross,5.900.160
usado,https://auto.mercadolibre.com.ar/MLA-1384578735-volkswagen-cross-up-2016-usado-_JM#position=21&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Volkswagen Up! 1.0 Cross Up!,6.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1383478289-chevrolet-onix-ltz-usado-_JM#position=22&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Onix 1.4 Ltz At 98cv,6.200.000
usado,https://auto.mercadolibre.com.ar/MLA-1378793883-ford-fiesta-kinetic-titanium-2013-_JM#position=23&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,4.950.000
usado,https://auto.mercadolibre.com.ar/MLA-1455067898-ford-focus-20-at-se-plus-2016-_JM#position=24&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Ford Focus Iii 2.0 Se Plus At6,7.650.000
usado,https://auto.mercadolibre.com.ar/MLA-1449089422-renault-clio-comfort-plus-2014-manual-2013-usado-2015-16-_JM#position=25&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Renault Clio 1.2 Mio Confort Plus Abs Abcp,4.699.900
usado,https://auto.mercadolibre.com.ar/MLA-1445047718-renault-sandero-intens-2020-usado-2021-2022-2019-_JM#position=26&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Renault Sandero 1.6 16v Intense,7.899.900
usado,https://auto.mercadolibre.com.ar/MLA-1494641732-chevrolet-celta-lt-spirit-2013-manual-financiado-usado-14-12-_JM#position=27&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Celta 1.4 Lt Aa+dir,4.699.900
usado,https://auto.mercadolibre.com.ar/MLA-1494601824-peugeot-2008-feline-manual-16-usada-2017-18-16-19-_JM#position=28&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Peugeot 2008 1.6 Feline Tip,9.799.900
usado,https://auto.mercadolibre.com.ar/MLA-1386343319-volkswagen-golf-confortline-14-dsg-usado-2018-_JM#position=29&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Volkswagen Golf 1.4 Comfortline Tsi Dsg,12.550.000
usado,https://auto.mercadolibre.com.ar/MLA-1381008619-chevrolet-cruze-20-lt-automatico-4-puertas-2016-vl-_JM#position=30&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Cruze 2.0 Vcdi Sedan Lt At 163cv,7.302.750
usado,https://auto.mercadolibre.com.ar/MLA-1383928185-chevrolet-tracker-18-ltz-4x2-fwd-nafta-manual-5p-vl-_JM#position=31&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Tracker 1.8 Ltz,7.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1383903799-audi-q3-5-puertas-20-tfsi-quattro-170c-nafta-manual-2013-vl-_JM#position=32&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Audi Q3 2.0 Quattro Tfsi 170cv,10.001.250
usado,https://auto.mercadolibre.com.ar/MLA-1383924843-peugeot-308-16-allure-nav-sf-_JM#position=33&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Peugeot 308 1.6 Allure Nav 115cv,5.500.000
usado,https://auto.mercadolibre.com.ar/MLA-1491205866-camioneta-dodge-journey-sxt-24l-4x2-gris-plata-2017-usada-_JM#position=34&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,"Dodge Journey 2.4 Sxt 170cv (techo, Dvd, Nav)",21.600
usado,https://auto.mercadolibre.com.ar/MLA-1470481330-amarok-extreme-v6-30-usada-4motion-2021-2022-2023-_JM#position=35&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Volkswagen Amarok 3.0 V6 Extreme,46.000
usado,https://auto.mercadolibre.com.ar/MLA-1380851957-chevrolet-sonic-16-ltz-at-4-puertas-2013-_JM#position=36&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Sonic 1.6 Ltz At,5.100.000
usado,https://auto.mercadolibre.com.ar/MLA-1478727442-audi-q2-2022-2021-2023-a1-sportback-a3-sedan-q3-0km-usado-q5-_JM#position=37&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Audi Q2 1.4 35 Tfsi Sport 150 Cv,48.900
usado,https://auto.mercadolibre.com.ar/MLA-1473830048-audi-q3-usada-2013-20-quattro-tfsi-170cv-_JM#position=38&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Audi Q3 2.0 Quattro Tfsi 170cv,16.800
usado,https://auto.mercadolibre.com.ar/MLA-1448281206-chevrolet-cruze-ltz-2014-18-nafta-2016-manual-2014-usado-15-_JM#position=39&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Cruze 1.8 Ltz Mt 141cv,7.099.900
usado,https://auto.mercadolibre.com.ar/MLA-1476000152-chevrolet-onix-14-plb-_JM#position=40&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Chevrolet Onix 1.4 Lt Mt 98cv,5.098.000
usado,https://auto.mercadolibre.com.ar/MLA-1383105747-ranger-22-tdi-dc-4x2-l16-x-cc-_JM#position=41&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Ford Ranger 2.2 Cd Xl Tdci 125cv 4x2,10.900.000
usado,https://auto.mercadolibre.com.ar/MLA-1384595357-audi-a3-2017-2016-2015-2018-sedan-sportback-automatico-usado-_JM#position=42&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Audi A3 1.4 Tfsi Sedan 150 Cv,26.500
usado,https://auto.mercadolibre.com.ar/MLA-1385867677-toyota-corolla-18-xei-l17-_JM#position=43&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Toyota Corolla 1.8 Xei,12.000.000
usado,https://auto.mercadolibre.com.ar/MLA-1471941300-volkswagen-passat-20-tsi-highline-dsg-l17-_JM#position=44&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Volkswagen Passat 2.0 Tsi Highline 220cv,14.800.000
usado,https://auto.mercadolibre.com.ar/MLA-1380144607-citroen-c3-tendance-pack-secure-darc-autos-usados-_JM#position=45&search_layout=grid&type=item&tracking_id=c6e3efcf-e2ff-4ec9-b068-52e23bd65142,Citroën C3 1.5 I 90cv Tendance Pack Secure,5.350.000
