type,link_web,modelo,precio,marca,anio,version,color,combustible,puertas,transmision,motor,vehiculo
0km,https://auto.mercadolibre.com.ar/MLA-1432336460-jeep-renegade-sport-okm-plan-jeep-100-financiado-_JM#position=21&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Jeep Renegade Sport,8.340.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1389501626-volkswagen-amarok-20-cd-tdi-180cv-comfortline-okm-4x2-man-2-_JM#position=22&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,9.990.000,Volkswagen,2021,2.0 Cd Tdi 180cv Comfortline,TODOS,Diésel,4,Manual,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1446757734-alaskan-emotion-4-x-2-190-caballos-okm-2023-oferta-mf-_JM#position=23&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Renault Alaskan 2.3 Bit 16v Emotion Mt 4x2,11.710.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1361154785-kia-k2500-pick-up-okm-_JM#position=24&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Kia K2500 2.5 Caja,56.990,Kia,2023,2.5 Caja,Blanco,Diésel,2,Manual,2.5,Light Truck
0km,https://auto.mercadolibre.com.ar/MLA-1346898347-kia-k2500-pick-up-okm-2023-_JM#position=25&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Kia K2500 2.5 Caja,29.990,Kia,2023,2.5 Caja,Blanco,Diésel,2,Manual,2.5,Light Truck
0km,https://auto.mercadolibre.com.ar/MLA-1386022919-volkswagen-taos-highline-250tsi-14-aut-okm-_JM#position=26&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Taos 1.4 250 Tsi Highline,22.900.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1385728105-volkswagen-amarok-highline-4x2-aut-okm-_JM#position=27&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,17.900.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1489082622-volkswagen-amarok-highline-4x2-aut-okm-180cv-_JM#position=28&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,17.990.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1489056174-volkswagen-amarok-highline-4x2-at-okm-_JM#position=29&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,17.900.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1486419208-volkswagen-amarok-extreme-black-style-v6-258cv-okm-_JM#position=30&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Amarok 3.0 V6 Extreme,27.900.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1417529726-jeep-compass-s-nueva-t270-2023-okm-_JM#position=31&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Jeep Compass 1.3 T270 Limited,30.000.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1446911490-volkswagen-amarok-extremev6-258-cv-al-okm-_JM#position=32&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Amarok 3.0 V6 Extreme,24.850.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1249116754-peugeot-5008-allure-okm-2023-walter-_JM#position=33&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Peugeot 5008 2.0 Allure Plus Hdi Tiptronic,27.900.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1247678242-peugeot-208-feline-tiptronic-okm-2023-walter-_JM#position=34&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Peugeot 208 1.6l Feline Tiptronic,12.500.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1247483515-peugeot-208-like-okm-2023-walter-_JM#position=35&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Peugeot 208 1.6 Like Pack,6.900.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377769184-jeep-compass-sport-13-t270-2023-okm-_JM#position=36&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Jeep Compass 1.3 T270 Sport,21.900.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1363343219-peugeot-208-feline-16-tiptronic-automatico-2023-okm-nuevo-_JM#position=37&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Peugeot 208 1.6 Feline Tiptronic,14.095.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378957332-fiat-cronos-presicion-at6-18-okm-_JM#position=38&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Fiat Cronos 1.8 16v Precision At6,10.500.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1467866696-fiat-cronos-drive-13-2023-okm-_JM#position=39&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Fiat Cronos 1.3 Gse Drive,7.636.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1382398363-toyota-etios-xls-pack-at-okm-_JM#position=40&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Toyota Etios 1.5 Xls At,100.000.000,Toyota,2023,1.5 Xls At,Plateado,Nafta,5,Automática,1.5,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1382611059-jeep-renegade-18-sport-at-l22-ano-2023-okm-_JM#position=41&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Jeep Renegade 1.8 Sport At Plus,22.300,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1443587880-renault-alaskan-intens-23-dci-190-4wd-at-okm-nueva-_JM#position=42&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Renault Alaskan 2.3 Bit 16v Intens Mt 4x4,13.974.779,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1428390156-peugeot-partner-confort-16-vtihdi-okm-2023-_JM#position=43&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Peugeot Partner 1.6 Furgon Confort,9.500.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1492593666-berlingo-furgon-vti-115-business-okm-2023-naftadiesel-_JM#position=44&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Citroën Berlingo 1.6 Bussines Hdi 92cv Am54,9.500.000,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1385652765-peugeot-20-feline-tiptronic-at-16-2023-okm-_JM#position=45&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Peugeot 208 1.6 Feline Tiptronic,14.500.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1363486013-fiat-cronos-drive-13-pack-conectividad-manual-okm-2023-_JM#position=46&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Fiat Cronos 1.3 Drive S-design Mt,8.700.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1142851810-peugeot-208-feline-16-tiptronic-okm-walter-okm-_JM#position=47&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Peugeot 208 1.6l Feline Tiptronic,14.500.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1428403820-peugeot-208-style-am24-16-manual-okm-2023-automatico-_JM#position=48&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Peugeot 208 1.6l Style,7.940.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1275755579-peugeot-expert-hdi-okm-2023-walter-_JM#position=1&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Peugeot Expert 1.6 Hdi Premium,9.900.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1363526999-peugeot-208-active-automatico-tiptronic-16-okm-2023-nuevo-_JM#position=2&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Peugeot 208 1.6l Active Tiptronic,10.300.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1144618385-peugeot-208-new-like-12-okm-walter-_JM#position=3&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Peugeot 208 1.6 Like Pack,8.500.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1255316815-peugeot-208-allure-pack-okm-walter-_JM#position=4&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Peugeot 208 1.6 Allure,987.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1376595361-toyota-etios-2023-15-sedan-xls-okm-entrega-inmediata-_JM#position=5&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Toyota Etios 1.5 Sedan Xls,15.500,Toyota,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1376619323-toyota-hilux-2023-okm-24-cd-dx-150cv-4x4-entrega-inmediata-_JM#position=6&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Toyota Hilux 2.4 Cd Dx 150cv 4x4,15.600.000,Toyota,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1416256874-kangoo-stepway-2023-okm-_JM#position=7&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Renault Kangoo 1.6 Sce Stepway,14.400.000,Renault,2023,1.6 Sce Stepway,Gris,Nafta,4,Manual,1.6,Monovolumen
0km,https://auto.mercadolibre.com.ar/MLA-1487432328-bmw-320i-okm-2023-bmw-320-okm-no-audi-a4-ni-mercedes-c200-_JM#position=8&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 3 320i Linea Nueva - Tablero Curvo 2023,79.500,Bmw,2023,320i Linea nueva - Tablero curvo 2023,Negro,Nafta,5,Automática,Turbo 2.0 con 190 CV,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1485880492-bmw-m240i-bmw-240-bmw-240i-okm-no-a35-ni-a45-ni-s3-_JM#position=9&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 2 M240i Xdrive Linea Nueva 2023,116.900,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1483555154-bmw-430i-coupe-sport-okm-2023-bmw-430-audi-a5-_JM#position=10&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 4 430i Coupé Okm Linea Nueva,90.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1483004250-bmw-x1-20i-xdrive-okm-ano-2023-audi-q3-ni-audi-q5-gla-250-_JM#position=11&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw X1 X1 20i Linea Nueva 2024 - 4x4,90.900,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1382411033-jeep-renegade-sport-manual-2023-okm-_JM#position=12&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Jeep Renegade 1.8 Sport,100.000.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378566045-bmw-x3-okm-bmw-x3-hibrida-enchufable-linea-2023-audi-q5-_JM#position=13&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw X3 X3 Hibrida Enchufable 292 Cv,128.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1448278774-chevrolet-montana-premier-12-turbo-at-okmmm7-_JM#position=14&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Chevrolet Montana Premier,13.898.955,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1440847104-bmw-m340i-bmw-340-bmw-340i-okm-2023-mercedes-c300-_JM#position=15&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 3 Bmw 340 - Bmw M340 - Bmw M340i Okm - 387 Cv,95.000,Bmw,2023,BMW 340 - BMW M340 - BMW M340i Okm - 387 cv,Azul,Nafta,5,Automática,Turbo 6 cilindros con 387 cv,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1375154225-bmw-m240i-bmw-240-bmw-240i-okm-no-a35-ni-a45-ni-s3-_JM#position=16&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 2 M240i Linea Nueva 2023 - Bmw 240i 2023,109.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1375176971-bmw-430i-okm-coupe-sport-linea-nueva-2023-okm-bmw-430-_JM#position=17&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 4 430i Coupé Linea Nueva 2023,90.000,Bmw,2023,430i coupé Linea nueva 2023,Gris,Nafta,3,Automática,Turbo de 258 CV,Coupé
0km,https://auto.mercadolibre.com.ar/MLA-1415611690-bmw-x2-20i-okm-2023-bmw-x2-20-no-bmw-x1-ni-gla-200-ni-q3-_JM#position=18&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw X2 X2 20i Versión 2023,78.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1367385455-bmw-m240-bmw-240-bmw-240i-okm-2023-no-a35-ni-a45-ni-s3-_JM#position=19&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 2 M240i Okm Linea Nueva 2023,109.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1366479981-bmw-m240i-okm-bmw-240i-bmw-240-no-audi-s3-ni-a35-ni-a45-_JM#position=20&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 2 M240i Linea 2023 - Tracción Integral 387 Cv,109.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1381938542-bmw-m135i-bmw-m135-okm-ano-2023-no-audi-s3-ni-mercedes-a35-_JM#position=21&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 1 Bmw M135i M X Tracción Integral - Okm 2023,85.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1363265651-bmw-m240i-bmw-240-bmw-240i-okm-no-a35-ni-a45-ni-s3-_JM#position=22&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 2 M240i Linea Nueva 2023 - 387 Cv Tracción Integral,118.500,Bmw,2023,M240i Linea nueva 2023 - 387 CV Tracción integral,Gris,Nafta,2,Automática,387 cv - Twing Turbo - 6 cilindros,Coupé
0km,https://auto.mercadolibre.com.ar/MLA-1379247353-fiat-cronos-mt5-pack-plus-tu-okm-financiado-por-cupo-men-_JM#position=23&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Fiat Cronos 1.3 Conectividad,1.700.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1146581828-bmw-m135i-bmw-m135-okm-ano-2023-no-audi-s3-ni-mercedes-a35-_JM#position=24&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 1 Bmw M135i M X Tracción Integral - Okm 2022,85.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1491218568-audi-a3-sedan-40-tfsi-okm-_JM#position=25&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Audi A3 Sedan 40 Tfsi,59.800,Audi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1230544286-bmw-m340i-bmw-340-bmw-340i-okm-mercedes-c300-_JM#position=26&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 3 M340 - Tracción Integral  - 387 Cv,95.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383004113-bmw-118i-sport-okm-ano-2023-bmw-118-no-audi-a3-ni-a200-_JM#position=27&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 1 118i Sport Okm Linea Nueva,55.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1417681784-zanella-z-truck-cabina-simple-changan-md201-pick-up-okm-_JM#position=28&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Zanella Z-truck Cabina Simple Cabina Simple,10.360.000,Zanella,2023,Cabina Simple,Blanco,Nafta,2,Manual,1.2,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1379277627-chevrolet-cruze-ltz-aut-2023-okm-inmediata-go-_JM#position=29&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Chevrolet Cruze 1.4 Ltz At Sedan,12.300.000,Chevrolet,2023,1.4 Ltz At Sedan,Plateado,Nafta,4,Automática,1.4,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1410375824-ford-transit-minibus-171-at-2023-okm-_JM#position=30&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Ford Transit Minibus 17 +1 At,27.177.364,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1382744803-audi-a5-40-tfsi-advanced-okm-_JM#position=31&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Audi A5 40 Tfsi Advanced,68.900,Audi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1376178985-bmw-m240-bmw-240-bmw-240i-okm-2023-no-a35-ni-a45-ni-s3-_JM#position=32&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 2 Bmw M240 Bmw 240 Bmw 240i Okm 2023 -,118.500,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1439886110-bmw-118i-sport-okm-ano-2023-bmw-118-no-audi-a3-ni-a200-_JM#position=33&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 1 118i Sport Okm Linea Nueva,55.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1369304967-volkswagen-vento-gli-20-tsi-dgs-230cv-l2023-okm-estock-fv-_JM#position=34&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Volkswagen Vento Gli,27.999.999,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1222212192-bmw-x3-30e-hibrida-bmw-electrica-okm-2023-no-audi-q5-_JM#position=35&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw X3 Bmw X3 Hibrida Enchufable,128.000,Bmw,2023,BMW X3 Hibrida enchufable,Gris,Híbrido/Nafta,5,Automática secuencial,292 CV - Turbo y eléctrico,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1146032520-peugeot-partner-16-furgon-nafta-okm-2023-walter-_JM#position=36&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Peugeot Partner Furgon Furgon Nafta,9.600.000,Peugeot,2022,Furgon Nafta,Blanco,Nafta,3,Manual,1.6 nafta,Furgón
0km,https://auto.mercadolibre.com.ar/MLA-1406065544-ds7-new-bastille-16t-dolar-oficial-okm-2023-ent-inmediata-_JM#position=37&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Ds 7 New Bastille,120.000,Ds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1404313264-ds7-new-bastille-16t-dolar-oficial-okm-2023-ent-inmediata-_JM#position=38&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Ds New Bastille Bastille,120.000,Ds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1361090906-ds9-rivoli-215-at8-okm-2023-dolar-oficial-ent-inmediata-_JM#position=39&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Ds 9 Rivoli 215 At8,109.000,Ds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1387097864-commander-limited-13t-at6-4x2-okm-entrega-inmediata-_JM#position=40&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Jeep Commander 1.3t At6 4x2,47.000.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1327394611-bmw-m135i-bmw-m135-okm-ano-2023-no-audi-s3-ni-mercedes-a35-_JM#position=41&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 1 M135i - Tracción Integral 306 Cv,85.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1327394231-bmw-m135i-bmw-m135-okm-ano-2023-no-audi-s3-ni-mercedes-a35-_JM#position=42&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 1 M135i Tracción Integral -306 Cv,85.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1377596325-bmw-serie-1-m135i-xdrive-m-performance-okm-ano-2023-_JM#position=43&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Bmw Serie 1 M Performance Xdrive,87.900,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1134224167-chevrolet-s10-mitsubishi-l200-at-4x4-okm-_JM#position=44&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Chevrolet S-10 Mitsubishi L200 Okm,19.600.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1491180204-audi-a3-sedan-40-tfsi-okm-_JM#position=45&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Audi A3 Sedan 40 Tfsi,59.800,Audi,2023,sedan 40 Tfsi,Azul,Nafta,4,Automática,40 tfsi 190 cv,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1169853754-renault-stepway-zen-16-oportunidad-okm-2023-_JM#position=46&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Renault Sandero Stepway Intens,8.450.500,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378544736-jeep-commander-limited-13-t270-4x2-nafta-okm-2023-_JM#position=47&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Jeep Commander Limited 1.3t,32.000.000,Jeep,2022,LIMITED 1.3T,Gris,Nafta,5,Automática,1.3,Monovolumen
0km,https://auto.mercadolibre.com.ar/MLA-1479383758-jeep-renegade-trailhawk-13-t270-4x4-2023-at9-okm-_JM#position=48&search_layout=grid&type=item&tracking_id=034bb0b8-4347-43d7-b2d8-71b9fce800a6,Jeep Renegade Trailhawk 1.3 T270,24.000.000,Jeep,2023,TRAILHAWK 1.3 T270,Gris,Nafta,5,Automática,1.3,Off-Road
