type,link_web,modelo,precio,marca,anio,version,color,combustible,puertas,transmision,motor,vehiculo
0km,https://auto.mercadolibre.com.ar/MLA-1454922930-volkswagen-amarok-extreme-258-cv-2023-al-okm-_JM#position=26&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Volkswagen Amarok 3.0 V6 Extreme,24.850.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378769229-amarok-v6-black-style-v6-258-al-okm-_JM#position=27&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Volkswagen Amarok 3.0 V6 Extreme Black Style,28.800.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1376541733-volkswagen-taos-highline-tsi-250-al-okm-_JM#position=28&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Volkswagen Taos 1.4 250 Tsi Highline,22.450.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1454959860-volkswagen-amarok-extreme-v6-4x4-258-cv-al-en-agencia-okm-_JM#position=29&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Volkswagen Amarok 3.0 V6 Extreme,24.850.000,Volkswagen,2022,3.0 V6 Extreme,Gris,Diésel,4,Automática,3.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1443773330-volkswagen-amarok-highline-4x4-v6-258-cv-al-en-agencia-okm-_JM#position=30&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Volkswagen Amarok 3.0 V6 Cd Highline,22.850.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1144872117-renault-sandero-2023-16-16v-life-zen-intens-permuta-okm-os-_JM#position=31&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Renault Sandero 1.6 16v Life,6.299.000,Renault,2022,1.6 16v Life,Rojo,Nafta,5,Manual,1.6,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1141806899-chevrolet-tracker-12-at-turbo-premier-okm-financiada-usado-_JM#position=32&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Chevrolet Tracker 1.2 At Turbo Premier,11.155.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1141685135-chevrolet-tracker-12-at-turbo-premier-okm-financiada-usado-_JM#position=33&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Chevrolet Tracker 1.2 At Turbo Premier,11.270.000,Chevrolet,2022,1.2 AT TURBO PREMIER,Blanco,Nafta,5,1.2 AT TURBO 130 CV,SUV,0 km
0km,https://auto.mercadolibre.com.ar/MLA-1137911446-renault-sandero-stepway-2023-16-intense-okm-zen-contado-os-_JM#position=34&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Renault Sandero Stepway 1.6 16v Intense,8.041.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1102744592-bmw-m240-bmw-240-bmw-240i-okm-2023-no-a35-ni-a45-ni-s3-_JM#position=35&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Bmw Serie 2 3.0 240i M Package,109.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-928478884-jeep-compass-limited-plus-13-turbo-tomo-usado-2023-okm-13-_JM#position=36&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Jeep Compass 2.0 Td At9 4x4 Limited Plus,19.250.000,Jeep,2021,2.0 Td At9 4x4 Limited Plus,Gris,Diésel,5,Automática,2.4,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1380401301-fiat-cronos-okm-oportunidad-todos-los-modelos-mc-_JM#position=37&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Fiat Cronos 1.3 Drive S-design Mt,2.900.000,Fiat,2023,1.3 Drive S-design Mt,Gris,Nafta,4,Manual,1.3,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1376867569-chevrolet-tracker-premier-okmmm7-_JM#position=38&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Chevrolet Tracker 1.2 Premier Turbo At,11.749.863,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1375425365-bmw-x2-20i-okm-2023-bmw-x2-20-audi-q2-ni-audi-q3-gla-200-_JM#position=39&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Bmw X2 2.0 Sdrive 20i Msport X,78.000,Bmw,2023,2.0 Sdrive 20i Msport X,Gris,Nafta,5,Automática,2.0,0 km
0km,https://auto.mercadolibre.com.ar/MLA-1367717083-volkswagen-amarok-tredline-4x4-140-cv-okm-fb-_JM#position=40&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Volkswagen Amarok 2.0 Cs Tdi 140cv Trendline 4x4,10.998.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1398550226-bmw-x2-20i-okm-2023-bmw-x1-audi-q2-audi-q3-gla200-_JM#position=41&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Bmw X2 2.0 Sdrive 20i Msport X,78.000,Bmw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1369156984-renault-sandero-zen-16-okm-2023-oferta-patentado-mf-_JM#position=42&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Renault Sandero 1.6 16v Intense,4.523.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1376186569-renault-stepway-zen-16-16v-okm-2023-entrega-inmediata-fl-_JM#position=43&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Renault Stepway 1.6 16v C.a.b,8.000.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383758603-renault-sandero-life-16-okm-entrega-pactada-amm-_JM#position=44&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Renault Sandero 1.6 16v Life,7.405.668,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1469924736-ds4-trocadero-215-at8-2023-okm-_JM#position=45&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Ds Ds4 1.6 Trocadero 215 At8,38.900.000,Ds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1450204964-chevrolet-tracker-12-turbo-at-okmmm7-_JM#position=46&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Chevrolet Tracker 1.2 Turbo At,8.258.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1375791147-fiat-cronos-okm-_JM#position=47&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Fiat Cronos 1.3 Gse Drive Pack Conectividad,1.400.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1364707053-jeep-compass-longitude-fisica-entrega-autopatentada-okm-_JM#position=48&search_layout=grid&type=item&tracking_id=c15f2caa-8f98-4db1-bfa1-70903490dcd3,Jeep Compass 1.3 T270 Longitude,26.000.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1366778178-sandero-stepway-intens-16-okm-2023-stock-fis-oferta-efmf-_JM#position=1&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Sandero Stepway 1.6 16v Intense,6.310.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-912076631-jeep-renegade-sport-18-at6-okm-super-oferta-my23-13-_JM#position=2&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Jeep Renegade 1.8 Sport,8.840.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1381481845-chevrolet-tracker-premier-12t-at-okm-st-_JM#position=3&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Chevrolet Tracker 1.2 Turbo Premier At,15.800.900,Chevrolet,2023,1.2 Turbo Premier At,Plateado,Nafta,5,Automática,1.2,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1461998330-fiat-toro-okmtodos-los-modelos-financiacion-contado-mc-_JM#position=4&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Fiat Toro 1.3 270 Firefly Turbo Volcano 4x2 At,5.000.000,Fiat,2023,1.3 270 Firefly Turbo Volcano 4x2 At,Negro,Nafta,4,Automática,1.3,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1450293426-chevrolet-tracker-premier-okmmm7-_JM#position=5&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Chevrolet Tracker 1.2 Premier Turbo At,11.799.800,Chevrolet,2023,1.2 Premier Turbo At,Blanco,Nafta,5,Automática,1.2,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1446791030-renault-stepway-zen-liquidamos-okm-stock-fisico-2023-mf-_JM#position=6&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Sandero Stepway 1.6 16v Zen,5.654.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1442086500-renault-sandero-stepway-intens-16-16v-2023-okm-m-_JM#position=7&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Sandero Stepway 1.6 16v Intense,8.584.900,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1489312602-kia-carnival-sx-22-crdi-at-okm-2023-entrega-inmediata-_JM#position=8&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Kia Carnival 2.2 Crdi Premium Avn,83.000,Kia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1487905858-208-feline-tiptronic-am24-okm-pr-_JM#position=9&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Peugeot 208 1.6l Feline Tiptronic Am23.5,13.500.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1376517147-renault-sandero-life-16-okm-liquidamos-stock-fisico-mf-_JM#position=10&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Sandero 1.6 16v Life,4.591.000,Renault,2023,1.6 16v Life,Azul,Nafta,5,Manual,1.6,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1376371199-fiat-cronos-okm-mc-_JM#position=11&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Fiat Cronos 1.3 Drive Cvt,6.000.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1382811484-nueva-jeep-compass-serie-s-13t-t270-okm-en-stock-fisico-hg-_JM#position=12&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Jeep Compass 1.3 T270 Limited,31.990.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1340268749-logan-life-16-cadenero-nissan-okm-stock-fisico-mf-_JM#position=13&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Logan 1.6 16v Life,4.000.000,Renault,2023,1.6 16v Life,Blanco,Nafta,4,Manual,1.6,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1376177713-jeep-renegade-sport-manual-okm-entrega-inmediata-_JM#position=14&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Jeep Renegade 1.8 Sport,20.000.000,Jeep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1367544153-volkswagen-taos-confortline-okm-fb-_JM#position=15&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Volkswagen Taos 1.4 250 Tsi Comfortline,13.998.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1376245521-renault-kangoo-5-asientos-confor-precio-liquidacion-okm-fl-_JM#position=16&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Kangoo 1.6 Furgon Ph3 Confort 5as Lc,9.900.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1146844833-peugeot-boxer-premium-22-hdi-435-lh-okm-ano2021-walter-_JM#position=17&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Peugeot Boxer 2.2 Hdi 435 Lh,16.900.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1417772468-shineray-minitruck-t30-changan-pick-up-okm-_JM#position=18&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Shineray T30 T30 Minitruck Cab Simple,9.800.000,Shineray,2021,T30 Minitruck Cab Simple,Blanco,Nafta,2,Manual,1.3,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1385989033-renault-master-l1h1-23-dci-130-2023-okm-m-_JM#position=19&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Master 2.3 L1h1,28.264.500,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1485802762-ds4-performance-line-c-techo-solar-capertura-okm-2023-_JM#position=20&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Ds Ds4 1.6 Performance Line 215 At8,31.250.000,Ds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1383706535-renault-logan-life-16-16v-okm-2023-m-_JM#position=21&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Logan 1.6 16v Life,7.319.700,Renault,2023,1.6 16v Life,Blanco,Nafta,4,Manual,1.6,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1383320769-cronos-stile-13-okmentrega-inmediataoportunidad11-_JM#position=22&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Fiat Cronos 1.3 Gse Drive,9.250.000,Fiat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1464163908-renault-sandero-stepway-intense-16-16v-okm-menor-precio-ic-_JM#position=23&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Sandero Stepway 1.6 16v Intense,7.875.000,Renault,2023,1.6 16v Intense,Gris,Nafta,5,Manual,1.6,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1438835716-ds4-trocadero-dolar-oficial-okm-2023-ent-inmediata-_JM#position=24&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Ds Ds4 1.6 Trocadero 215 At8,106.200,Ds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1438384222-chevrolet-tracker-mt-okm-financiacion-de-fabrica-ld5-_JM#position=25&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Chevrolet Tracker 1.2 Turbo Mt,7.300.000,Chevrolet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1372484269-volkswagen-polo-16-track-110cv-2023-okm-_JM#position=26&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Volkswagen Polo 1.6 Msi Trendline,7.149.990,Volkswagen,2023,1.6 Msi Trendline,Gris,Nafta,5,Manual,1.6,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1404782472-volkswagen-taos-confortline-okm-fb-_JM#position=27&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Volkswagen Taos 1.4 250 Tsi Comfortline,14.320.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1387159828-peugeot-208-allure-pack-16l-tiptronic-my23-okm-varios-col-_JM#position=28&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Peugeot 208 1.6l Allure Pack Tiptronic,8.100.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1378795745-ds4-performance-line-okm-2023-dolar-oficial-ent-inmediata-_JM#position=29&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Ds Ds4 1.6 Performance Line 215 At8,81.700,Ds,2023,1.6 Performance Line 215 At8,Blanco,Nafta,5,Automática,1.6,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1375730305-jeep-renegade-sport-18-mt-okm-mc-_JM#position=30&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Jeep Renegade 1.8 Sport,10.290.000,Jeep,2023,1.8 Sport,Gris,Nafta,5,Manual,1.8,0 km
0km,https://auto.mercadolibre.com.ar/MLA-1433007732-peugeot-nuevo-okm-208-feline-tiptronic-am24-precio-remate-aa-_JM#position=31&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Peugeot 208 1.6l Feline Tiptronic Am23.5,13.130.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1401829582-volkswagen-amarok-extreme-v6-okm-entrega-ya-solo-ac-_JM#position=32&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Volkswagen Amarok 3.0 V6 Extreme,13.800.000,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1360861193-volkswagen-amarok-comfortline-v6-okm-2023-entrega-inmed-fv-_JM#position=33&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Volkswagen Amarok 3.0 V6 Cd Comfortline,18.099.990,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1220970373-ford-transit-diesel-22l-4x2-furgon-medio-te-okm-2023-2-_JM#position=34&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Ford Transit 2.2 Furgon Mediano 350m,17.214.682,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1220913054-ford-transit-diesel-22l-4x2-furgon-medio-te-okm-2023-_JM#position=35&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Ford Transit 2.2 Furgon Mediano 350m,17.214.681,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1438841814-ds4-performance-line-okm-2023-dolar-oficial-ent-inmediata-_JM#position=36&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Ds Ds4 1.6 Performance Line 215 At8,76.000,Ds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1135129302-renault-logan-2023-16-life-okm-mejor-financiacionpermu-os-_JM#position=37&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Logan 1.6 16v Life,6.657.000,Renault,2021,1.6 16v Life,Gris,Nafta,4,Manual,1.6,Sedán
0km,https://auto.mercadolibre.com.ar/MLA-1469335030-citroen-berlingo-okm-16-hdi-92-okm-no-kangoo-partner-js-_JM#position=38&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Citroën Berlingo 1.6 Hdi 92 Bussines,8.500.000,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1466236606-logan-life-16-okm-stock-fisico-oferta-pat-incluido-cp-_JM#position=39&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Logan 1.6 16v Life,4.819.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1465003540-peugeot-208-feline-at-am24-okm-2023-ent-inmediata-_JM#position=40&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Peugeot 208 1.6l Feline Tiptronic Am23.5,14.000.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1464625556-alaskan-emotion-4-x-2-190-motor-nissan-okm-stock-fis-cp-_JM#position=41&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Renault Alaskan 2.3 Bit 16v Emotion Mt 4x2,11.236.000,Renault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1455222104-ds4-performance-line-version-full-215-at8-okm-2023-_JM#position=42&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Ds Ds4 1.6 Performance Line 215 At8,31.400.000,Ds,2023,1.6 Performance Line 215 At8,Blanco,Nafta,5,Automática,1.6,Hatchback
0km,https://auto.mercadolibre.com.ar/MLA-1374681247-ds7-new-bastille-2023-215-16-turbo-at8-okm-_JM#position=43&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Ds Ds7 Crossback 1.6 Puretech At Performance Line,43.950.000,Ds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1371553193-ds4-performance-line-215-at8-okm-2023-_JM#position=44&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Ds Ds4 1.6 Performance Line 215 At8,28.100.000,Ds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1403748214-citroen-berlingo-hdi-okm-precio-no-partner-kangoo-usado-ml-_JM#position=45&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Citroën Berlingo 1.6 Hdi 92 Bussines,6.990.000,Citroën,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1344932989-kia-carnival-okm-2023-sx-22-crdi-entrega-inmediata-_JM#position=46&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Kia Carnival 2.2 Crdi Premium Avn,78.990,Kia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1344775792-kia-rio-okm-16-sx-6at-2023-_JM#position=47&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Kia Rio 1.6 Sx 4at,21.890,Kia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1311359350-volkswagen-amarok-highline-4x2-manual-2023-okm-ent-inmedfv-_JM#position=48&search_layout=grid&type=item&tracking_id=1c4266b3-69e5-4868-b8aa-f2627e76e0e5,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline,16.999.345,Volkswagen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1150954106-amarok-highline-4x4-aut-20-tdi-180cv-okm-2022-dk-_JM#position=1&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Highline At,17.530.000,Volkswagen,2022,2.0 Cd Tdi 180cv 4x4 Highline At,Blanco,Diésel,4,Automática,2.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1150947567-taos-comfortline-250-tsi-at-okm-mod-2022-dk-_JM#position=2&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Taos 1.4 250 Tsi Comfortline,13.260.000,Volkswagen,2022,1.4 250 Tsi Comfortline,Blanco,Nafta,5,Automática,1.4,SUV
0km,https://auto.mercadolibre.com.ar/MLA-1462445252-peugeot-208-active-pack-16-okm-2023-ent-inmediata-_JM#position=3&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Peugeot 208 1.6l Active Pack,9.500.000,Peugeot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0km,https://auto.mercadolibre.com.ar/MLA-1455086076-volkswagen-amarok-extreme-v6-okm-entrega-ya-ac-_JM#position=4&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Volkswagen Amarok 3.0 V6 Extreme,17.500.000,Volkswagen,2023,3.0 V6 Extreme,Gris,Eléctrico,4,Automática,3.0,Pick-Up
0km,https://auto.mercadolibre.com.ar/MLA-1377619161-ford-maverick-xlt-okm-entrega-inmediata-_JM#position=5&search_layout=grid&type=item&tracking_id=43e1f555-08f6-462d-9e7e-ea50a53c9272,Ford Maverick 2.0 Ecoboost Cd Xlt At8 2wd,29.900,Ford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
